yearid,teamid,game_t,win_t,era_t,teamname,teamOPS,wswin_t,run_t,hit_t,hr_t,bb_t,so_t,runallow_t,earnrun_t,save_t,errors_t
2014,COL,162,66,4.84,Colorado Rockies,0.772,N,755,1551,186,397,1281,818,770,24,106
2014,DET,162,90,4.01,Detroit Tigers,0.757,N,757,1557,155,443,1144,705,648,41,101
2014,HOU,162,70,4.11,Houston Astros,0.692,N,629,1317,163,495,1442,723,657,31,106
2014,KCA,162,89,3.51,Kansas City Royals,0.690,N,651,1456,95,380,985,624,565,53,104
2014,LAA,162,98,3.58,Los Angeles Angels of Anaheim,0.728,N,773,1464,155,492,1266,630,590,46,83
2014,LAN,162,94,3.40,Los Angeles Dodgers,0.738,N,718,1476,134,519,1246,617,554,47,107
2014,MIA,162,77,3.78,Miami Marlins,0.694,N,645,1399,122,501,1419,674,613,42,97
2014,MIL,162,82,3.67,Milwaukee Brewers,0.708,N,650,1366,150,423,1197,657,594,45,99
2014,MIN,162,70,4.57,Minnesota Twins,0.713,N,715,1412,128,544,1329,777,728,38,97
2014,NYA,162,84,3.75,New York Yankees,0.673,N,633,1349,147,452,1133,664,605,48,92
2014,NYN,162,79,3.49,New York Mets,0.687,N,629,1306,125,516,1264,618,568,42,104
2014,OAK,162,88,3.22,Oakland Athletics,0.700,N,729,1354,146,586,1104,572,524,31,111
2014,PHI,162,73,3.79,Philadelphia Phillies,0.665,N,619,1356,125,443,1306,687,619,40,83
2014,PIT,162,88,3.47,Pittsburgh Pirates,0.734,N,682,1436,156,520,1244,631,562,48,109
2014,SDN,162,77,3.27,San Diego Padres,0.634,N,535,1199,109,468,1294,577,523,41,101
2014,SEA,162,87,3.17,Seattle Mariners,0.676,N,634,1328,136,396,1232,554,512,51,82
2014,SFN,162,88,3.50,San Francisco Giants,0.699,Y,665,1407,132,427,1245,614,564,46,100
2014,SLN,162,90,3.50,St. Louis Cardinals,0.689,N,619,1371,105,471,1133,603,564,55,88
2014,TBA,162,77,3.56,Tampa Bay Rays,0.684,N,612,1361,117,527,1124,625,579,37,88
2014,TEX,162,67,4.49,Texas Rangers,0.689,N,637,1400,111,417,1162,773,711,33,106
2014,TOR,162,83,4.00,Toronto Blue Jays,0.736,N,723,1435,177,502,1151,686,642,45,87
2014,WAS,162,96,3.03,Washington Nationals,0.714,N,686,1403,152,517,1304,555,495,45,100
2015,ARI,162,79,4.04,Arizona Diamondbacks,0.738,N,720,1494,154,490,1312,713,659,44,86
2015,ATL,162,67,4.41,Atlanta Braves,0.674,N,573,1361,100,471,1107,760,698,44,90
2015,BAL,162,81,4.05,Baltimore Orioles,0.728,N,713,1370,217,418,1331,693,646,43,77
2015,BOS,162,78,4.31,Boston Red Sox,0.740,N,748,1495,161,478,1148,753,694,40,97
2015,CHA,162,76,3.98,Chicago White Sox,0.719,N,622,1381,136,404,1231,701,643,37,101
2015,CHN,162,97,3.36,Chicago Cubs,0.686,N,689,1341,171,567,1518,608,546,48,111
2015,CIN,162,64,4.33,Cincinnati Reds,0.706,N,640,1382,167,496,1255,754,700,35,90
2015,CLE,161,81,3.67,Cleveland Indians,0.725,N,669,1395,141,533,1157,640,584,38,79
2015,COL,162,68,5.04,Colorado Rockies,0.748,N,737,1479,186,388,1283,844,799,36,95
2015,DET,161,74,4.64,Detroit Tigers,0.748,N,689,1515,151,455,1259,803,746,35,86
2015,HOU,162,86,3.57,Houston Astros,0.752,N,729,1363,230,486,1392,618,572,39,85
2015,KCA,162,95,3.73,Kansas City Royals,0.734,Y,724,1497,139,383,973,641,601,56,88
2015,LAA,162,85,3.94,Los Angeles Angels of Anaheim,0.702,N,661,1331,176,435,1150,675,630,46,93
2015,LAN,162,92,3.44,Los Angeles Dodgers,0.739,N,667,1346,187,563,1258,595,553,47,75
2015,MIA,162,71,4.02,Miami Marlins,0.694,N,613,1420,120,375,1150,678,638,35,77
2015,MIL,162,68,4.28,Milwaukee Brewers,0.700,N,655,1378,145,412,1299,737,682,40,116
2015,MIN,162,83,4.07,Minnesota Twins,0.704,N,696,1349,156,439,1264,700,653,45,86
2015,NYA,162,87,4.03,New York Yankees,0.712,N,764,1397,212,554,1227,698,652,48,93
2015,NYN,162,90,3.43,New York Mets,0.744,N,683,1351,177,488,1290,613,557,50,88
2015,OAK,162,68,4.14,Oakland Athletics,0.707,N,694,1405,146,475,1119,729,664,28,126
2015,PHI,162,63,4.69,Philadelphia Phillies,0.684,N,626,1374,130,387,1274,809,749,35,117
2015,PIT,162,98,3.21,Pittsburgh Pirates,0.719,N,697,1462,140,461,1322,596,532,54,122
2015,SDN,162,74,4.09,San Diego Padres,0.685,N,650,1324,148,426,1327,731,655,41,92
2015,SEA,162,76,4.16,Seattle Mariners,0.722,N,656,1379,198,478,1336,726,677,45,94
2015,SFN,162,84,3.72,San Francisco Giants,0.732,N,696,1486,136,457,1159,627,597,41,78
2015,SLN,162,100,2.94,St. Louis Cardinals,0.716,N,647,1386,137,506,1267,525,478,62,96
2015,TBA,162,80,3.74,Tampa Bay Rays,0.720,N,644,1383,167,436,1310,642,604,60,95
2015,TEX,162,88,4.24,Texas Rangers,0.739,N,751,1419,172,503,1233,733,680,45,119
2015,TOR,162,93,3.80,Toronto Blue Jays,0.797,N,891,1480,232,570,1151,670,609,34,88
2015,WAS,162,83,3.62,Washington Nationals,0.724,N,703,1363,177,539,1344,635,577,41,90
2016,ARI,162,69,5.09,Arizona Diamondbacks,0.752,N,752,1479,190,463,1427,890,821,31,101
2016,ATL,161,68,4.51,Atlanta Braves,0.705,N,649,1404,122,502,1240,779,725,39,101
2016,BAL,162,89,4.22,Baltimore Orioles,0.760,N,744,1413,253,468,1324,715,671,54,80
2016,BOS,162,93,4.00,Boston Red Sox,0.810,N,878,1598,208,558,1160,694,640,43,75
2016,CHA,162,78,4.10,Chicago White Sox,0.772,N,686,1428,168,455,1285,715,659,43,95
2016,CHN,162,103,3.15,Chicago Cubs,0.727,Y,808,1409,199,656,1339,556,511,38,101
2016,CIN,162,68,4.91,Cincinnati Reds,0.724,N,716,1403,164,452,1284,854,786,28,102
2016,CLE,161,94,3.84,Cleveland Indians,0.759,N,777,1435,185,531,1246,676,617,37,89
2016,COL,162,75,4.91,Colorado Rockies,0.794,N,845,1544,204,494,1330,860,779,37,110
2016,DET,161,86,4.24,Detroit Tigers,0.769,N,750,1476,211,493,1303,721,672,47,75
2016,HOU,162,84,4.06,Houston Astros,0.735,N,724,1367,198,554,1452,701,663,44,77
2016,KCA,162,81,4.21,Kansas City Royals,0.712,N,675,1450,147,382,1224,712,674,41,94
2016,LAA,162,74,4.28,Los Angeles Angels of Anaheim,0.726,N,717,1410,156,471,991,727,676,29,97
2016,LAN,162,91,3.70,Los Angeles Dodgers,0.728,N,725,1376,189,525,1321,638,598,47,80
2016,MIA,161,79,4.05,Miami Marlins,0.716,N,655,1460,128,447,1213,682,646,55,86
2016,MIL,162,73,4.08,Milwaukee Brewers,0.729,N,671,1299,194,599,1543,733,650,46,136
2016,MIN,162,59,5.08,Minnesota Twins,0.738,N,722,1409,200,513,1426,889,814,26,126
2016,NYA,162,84,4.16,New York Yankees,0.733,N,680,1378,183,475,1188,702,660,48,86
2016,NYN,162,87,3.57,New York Mets,0.720,N,671,1342,218,517,1302,617,574,55,90
2016,OAK,162,69,4.51,Oakland Athletics,0.699,N,653,1352,169,442,1145,761,718,42,97
2016,PHI,162,71,4.63,Philadelphia Phillies,0.685,N,610,1305,161,424,1376,796,739,43,97
2016,PIT,162,78,4.21,Pittsburgh Pirates,0.734,N,729,1426,153,561,1334,758,679,51,111
2016,SDN,162,68,4.43,San Diego Padres,0.689,N,686,1275,177,449,1500,770,708,35,109
2016,SEA,162,86,4.00,Seattle Mariners,0.756,N,768,1446,223,506,1288,707,647,49,89
2016,SFN,162,87,3.65,San Francisco Giants,0.728,N,715,1437,130,572,1107,631,593,43,72
2016,SLN,162,86,4.08,St. Louis Cardinals,0.767,N,779,1415,225,526,1318,712,656,38,107
2016,TBA,162,68,4.20,Tampa Bay Rays,0.733,N,672,1333,216,449,1482,713,665,42,94
2016,TEX,162,95,4.37,Texas Rangers,0.755,N,765,1446,215,436,1220,757,700,56,97
2016,TOR,162,89,3.78,Toronto Blue Jays,0.755,N,759,1358,221,632,1362,666,613,43,88
2016,WAS,162,95,3.51,Washington Nationals,0.751,N,763,1403,203,536,1252,612,570,46,73
